sentence1,relation,relationscore,structure,structurescore
There is no young child wearing a white coat and playing a game,There is no game playing and wearing a white coat young child,1,A game is being played by a young child wearing a white coat.,3
The surfer is leaning on a surfboard,A surfboard is leaning on the surfer,0,"Leaning on a surfboard, the surfer is.",3
The man is lying naked near a surfboard,A surfboard is lying naked near the man,1,"Near a surfboard, a naked man is lying.",3
A sheepdog is dispersing a herd of sheep,A herd of sheep is dispersing a sheepdog,0,"Dispersing a herd of sheep, a sheepdog is.",5
The sheepdog is grouping a herd of sheep,A herd of sheep is grouping a sheepdog,1,"Grouping a herd of sheep, the sheepdog is.",5
A dog is herding a pack of white sheep on a dusty farm,A pack of white sheep is herding a dog on a dusty farm,0,"On a dusty farm, a dog is herding a pack of white sheep.",5
A yellow palm is in front of a building and one dark skinned male is standing next to it,One dark-skinned male is standing next to a building and a yellow palm is in front of it,1,"Next to a yellow palm in front of a building, one dark-skinned male is standing.",5
A black man is break dancing on the pavement,Break dancing is a black man on the pavement,0,"On the pavement, a black man is break dancing.",4
A blond boy is sliding down a dune of sand on a skateboard,"On a skateboard, a blond boy is sliding down a dune of sand",4,Sliding down a dune of sand on a skateboard is a blond boy.,5
A blond boy is walking up a sand dune with a skateboard,"With a skateboard, a blond boy is walking up a sand dune",3,Walking up a sand dune with a skateboard is a blond boy.,5
A picture of himself and another guy is being taken by the man,The man is taking a picture of himself and another guy,4,The man is taking a picture of himself and another guy.,5
The sun is shining on the face of the girl who is in the dyed yellow dress,"On the face of the girl who is in the dyed yellow dress, the sun is shining",5,The face of the girl who is in the dyed yellow dress is being shone on by the sun.,5
The sun is not shining on the face of the girl who is in a yellow dress,"On the face of the girl who is in a yellow dress, the sun is not shining",1,"Not shining on the face of the girl who is in a yellow dress, the sun is.",2
The sun is shining on the face of the girl who is in a yellow dress,"On the face of the girl who is in a yellow dress, the sun is shining",5,The sun is shining on the face of the girl who is in a yellow dress.,5
Women are wearing bunny ears and race numbers and are curiously pointing at something in the distance,Women are wearing bunny ears and race numbers and are curiously pointing at something in the distance.,5,"Curiously pointing at something in the distance, women are wearing bunny ears and race numbers.",5
A group of women are wearing pink bunny ears and are pointing to the right,A group of women are wearing pink bunny ears and are pointing to the left.,2,"To the right, a group of women wearing pink bunny ears are pointing.",3
A hockey player in a yellow jersey is guarding the goal,A hockey player in a blue jersey is guarding the goal.,2,"Guarding the goal, a hockey player in a yellow jersey is.",4
The ice hockey goalkeeper is not wearing a yellow jersey and is not defending the goal,The ice hockey goalkeeper is wearing a yellow jersey and is not defending the goal.,2,"Wearing a yellow jersey and defending the goal, the ice hockey goalkeeper is not.",4
There is no young child standing in front of some trees,No young child is standing in front of some trees,4,There are no trees in front of a young child standing.,2
A young child is standing in front of some trees,Some trees have a young child standing in front of them,3,"In front of some trees, a young child is standing.",5
Two young men are playing outside near a golden statue,"Outside near a golden statue, two young men are playing",4,"Near a golden statue, two young men are playing outside.",5
The bicyclist is speeding on a city street,"On a city street, the bicyclist is speeding",5,"On a city street, the bicyclist is speeding.",3
There is no woman wearing a blue helmet and riding a bicycle in a parking lot,No woman is wearing a blue helmet and riding a bicycle in a parking lot,2,A woman wearing a blue helmet is not riding a bicycle in a parking lot.,2
A young girl is standing challengingly on one leg,"Challengingly, a young girl is standing on one leg",4,"Standing challengingly on one leg, a young girl is.",5
Some people are treading through the snow of the landscape which is beautiful and snowy,Some snow is treading through the people of the beautiful and snowy landscape.,2,Treading through the beautiful and snowy landscape are some people.,4
There are no boys kneeling next to each other in front of a ball,"Next to each other in front of a ball, there are no boys kneeling",4,"In front of a ball, there are no boys kneeling next to each other.",3
A tan dog is resting near a brush,"Near a brush, a tan dog is resting",5,Resting near a brush is a tan dog.,5
A horse and its rider are leaping quickly over a barrier,"Quickly over a barrier, a horse and its rider are leaping",5,"Quickly leaping over a barrier, a horse and its rider are.",4
A horse and its rider are not leaping over a barrier,"Over a barrier, a horse and its rider are not leaping",3,Not leaping over a barrier are a horse and its rider.,4
A woman in a white dress and a woman in a blue dress are standing beside a stage,"Beside a stage, a woman in a blue dress and a woman in a white dress are standing",4,"Beside a stage, a woman in a white dress and a woman in a blue dress are standing.",4
Two women with black hair are standing steadily in front of a plywood wall,"In front of a plywood wall, two women with black hair are standing steadily",5,Steadily standing in front of a plywood wall are two women with black hair.,5
There is no woman with black hair standing in front of a plywood wall,"In front of a plywood wall, there is no woman with black hair standing",4,There is no woman with black hair standing in front of a plywood wall.,4
A small child is lying outdoors in a grassy area,"Outdoors in a grassy area, a small child is lying",5,"Outdoors in a grassy area, a small child is lying.",4
A small child in a pink sweater is climbing a concrete staircase,A concrete staircase is being climbed by a small child in a pink sweater,5,Climbing a concrete staircase is a small child in a pink sweater.,5
A small child is outdoors climbing steps in a grassy area,"Outdoors in a grassy area, a small child is climbing steps",5,"Outdoors in a grassy area, a small child is climbing steps.",4
"A bird, which is black, is sitting on a dead tree","On a dead tree, a bird, which is black, is sitting",5,Sitting on a dead tree is a black bird.,5
The black bird is sitting in a leafless tree,"In a leafless tree, the black bird is sitting",5,Sitting in a leafless tree is the black bird.,5
There is no kid in orange playing outside with a snowball,There is no snowball playing outside with a kid in orange,2,"Playing outside with a snowball, there is no kid in orange.",5
A child is smashing a snow ball,A snowball is being smashed by a child,4,A snowball is being smashed by a child.,5
Three people are sitting on a bench under some palm trees,"Under some palm trees, three people are sitting on a bench",5,"Under some palm trees, three people are sitting on a bench.",4
Two people in two chairs are reading,Reading are two people in two chairs,2,"Reading, two people are in two chairs.",5
The dog is jumping for a Frisbee in the snow,"In the snow, the dog is jumping for a Frisbee",5,"In the snow, a Frisbee is being jumped for by the dog.",5
A man elegantly dressed in black is wearing an elaborate black mask,Wearing an elaborate black mask is a man elegantly dressed in black,5,"Wearing an elaborate black mask, a man elegantly dressed in black is.",5
There is no man holding a mask in his raised hand,There is no raised hand holding a mask in his man,1,There is no raised hand holding a mask by the man.,4
"Two children are peering over a ledge, which is rusty",Peering over a rusty ledge are two children,4,"Over a rusty ledge, two children are peering.",5
Two children are leaning on a rusty ledge,Leaning on a rusty ledge are two children,5,"On a rusty ledge, two children are leaning.",5
Two children are crouching under some bars made of metal,Some bars made of metal are crouching under two children,4,Some bars made of metal have two children crouching under them.,3
Two children are peering over a rusty ledge,A rusty ledge is peering over two children,1,"Over a rusty ledge, two children are peering.",4
"A player in purple, white and black is playing near the end of the field","Near the end of the field, a player in purple, white and black is playing",5,"Near the end of the field, a player in purple, white and black is playing.",4
"The player in purple, white and black is not playing near the end of the field","Near the end of the field, the player in purple, white and black is not playing",1,"Not playing near the end of the field is the player in purple, white and black.",2
A person is stopping the bicycle in the sand beside the ocean,"Beside the ocean, a bicycle is stopping in the sand",4,"Beside the ocean in the sand, a person is stopping the bicycle.",4
A man on a bike is riding on the shore,"On the shore, a bike is riding with a man",1,Riding on the shore is a man on a bike.,4
"A duck, which is large, is flying over a rocky stream","Over a rocky stream, a large duck is flying",5,Flying over a rocky stream is a large duck.,2
There is no little boy running on the ground and playing with a little girl,"On the ground, no little boy is running and playing with a little girl",1,Playing with a little girl and running on the ground is not a little boy.,2
The children are chasing each other in the sand,"In the sand, the children are chasing each other",5,"In the sand, the children are chasing each other.",4
The kids are not chasing each other in the sand,"In the sand, the kids are not chasing each other",1,Not chasing each other in the sand are the kids.,2
Two small children are idling in the street,"In the street, two small children are idling",4,Idling in the street are two small children.,5
A dog is quickly running uphill,"Uphill, a dog is quickly running",4,"Uphill, a dog is running quickly.",3
A dog is running downhill,"Downhill, a dog is running",4,"Downhill, a dog is running.",5
A dog is running up a hill full of grass,"Up a hill full of grass, a dog is running",4,"Up a hill full of grass, a dog is running.",5
A dog is running up a grassy hill,"Up a grassy hill, a dog is running",4,"Up a grassy hill, a dog is running.",5
There is no brown dog running through tall green grass,"Running through tall green grass, there is no brown dog",3,"Through tall green grass, no brown dog is running.",2
The golden dog is running through a field of tall grass,"Running through a field of tall grass, the golden dog is",3,"Through a field of tall grass, the golden dog is running.",5
A couple of white dogs are running and jumping along a beach,"Along a beach, a couple of white dogs are running and jumping",4,"Along a beach, a couple of white dogs are running and jumping.",5
There are no white dogs running and jumping along a beach,"Running and jumping along a beach, there are no white dogs",3,"Along a beach, there are no white dogs running and jumping.",2
Two white dogs are running and jumping along a beach,"Along a beach, two white dogs are running and jumping",4,"Along a beach, two white dogs are running and jumping.",5
A dog is running alongside a fence on a dirt track,A dirt track is running alongside a fence on a dog,0,"Running on a dirt track alongside a fence, a dog is.",2
A dog is running alongside a fence on a track full of dirt,A track full of dirt is running alongside a fence on a dog,1,"Beside a fence on a track full of dirt, a dog is running.",2
A young girl in a coat made for winter is jumping off a boulder into the sand at a beach,The sand at a beach is jumping off a boulder into a coat made for winter by a young girl,0,"At a beach, a young girl in a winter coat jumps off a boulder into the sand.",5
There is no young girl in a winter coat jumping off a boulder into the sand at a beach,There is no sand at a beach jumping off a boulder into a winter coat made for a young girl,0,There is no jumping off a boulder into the sand at a beach by a young girl in a winter coat.,1
One girl is jumping off a rock and another is standing on it,One rock is jumping off a girl and another is standing on it,0,"On a rock, one girl is standing while another is jumping off it.",3
The man with brown hair is not wearing sunglasses and is not sitting at a table with cans of soda and other drinks,The table with cans of soda and other drinks is not wearing sunglasses and is not sitting at a man with brown hair,0,Sitting at a table with cans of soda and other drinks is not the man with brown hair who is not wearing sunglasses.,1
A young man with brown hair and sunglasses is sitting in front of some cans of soda,Some cans of soda is sitting in front of a man with brown hair and sunglasses,0,"In front of some cans of soda, a young man with brown hair and sunglasses is sitting.",3
"A woman is wearing a shirt, which is blue, with a white vest and a white cap and is talking and marching","A shirt, which is blue, is talking and marching with a woman wearing a white vest and a white cap",0,"A woman, who is wearing a blue shirt with a white vest and a white cap, is talking and marching.",4
A woman is wearing a blue shirt with a white vest and a white cap and is talking and marching,A white cap and a white vest is wearing a woman with a blue shirt and is talking and marching,0,"Wearing a blue shirt with a white vest and a white cap, a woman is talking and marching.",3
Somebody is leaping in the air on a board,Somebody is leaping on a board in the air,1,"On a board, somebody is leaping in the air.",1
There is nobody jumping in the air on a board,There is a board jumping in the air on nobody,1,Nobody is jumping in the air on a board.,3
A large crowd in warm clothing is walking away from a camera,A camera is walking away from a large crowd in warm clothing,1,"Walking away from a camera, a large crowd in warm clothing is.",3
"Two men, a woman, and two young boys are sitting in front of a large gathering of people outside a building","A large gathering of people outside a building is sitting in front of two men, a woman, and two young boys",1,"In front of a large gathering of people outside a building, two men, a woman, and two young boys are sitting.",3
"Two men, a woman, and two young boys are standing in front of a large gathering of people outside a building","A large gathering of people outside a building is standing in front of two men, a woman, and two young boys",1,"In front of a large gathering of people outside a building, two men, a woman, and two young boys are standing.",3
A little girl with blond hair is smiling and sitting on a swing,A swing with blond hair is smiling and sitting on a little girl,0,"Sitting on a swing, a little girl with blond hair is smiling.",3
A blonde boy in green is standing on a swing,A swing in green is standing on a blonde boy,0,"Standing on a swing, a blonde boy in green is.",4
The man in the white hat is playing guitar on stage,"On stage, the man in the white hat is playing guitar",4,"On stage, playing guitar, the man in the white hat is.",4
A man in a white hat is getting off stage,A stage is getting off a man in a white hat,1,"Off stage, a man in a white hat is getting.",3
A man is not participating in a bmx race,A BMX race is not participating in a man,0,"Participating in a BMX race, a man is not.",4
"A family, which looks happy, is posing by the fireplace","By the fireplace, a family, which looks happy, is posing",4,"By the fireplace, a family which looks happy is posing.",3
Two boys are wearing brown shirts and are enthusiastically tugging at a rope on a wooden platform,A rope on a wooden platform is being enthusiastically tugged at by two boys wearing brown shirts,3,Enthusiastically tugging at a rope on a wooden platform are two boys wearing brown shirts.,4
Two girls are happily playing inside a jumper house,"Inside a jumper house, two girls are happily playing",4,Happily playing inside a jumper house are two girls.,4
Two girls are jumping inside a playing house,"Inside a playing house, two girls are jumping",3,"Inside a playing house, two girls are jumping.",4
Some children are not playing on a playground,"On a playground, some children are not playing",2,"On a playground, some children are not playing.",4
A boy and a girl are playing on the outdoor gym,"On the outdoor gym, a boy and a girl are playing",4,Playing on the outdoor gym are a boy and a girl.,4
"A biker with a blue jacket, black pants and a white helmet is driving recklessly on dirt and people watch","On dirt, a biker with a blue jacket, black pants, and a white helmet is driving recklessly and people watch",4,"Recklessly driving on dirt is a biker with a blue jacket, black pants, and a white helmet, while people watch.",3
"A biker with a blue jacket, black pants and a white helmet is parking on dirt and people are not watching","On dirt, a biker with a blue jacket, black pants, and a white helmet is parking and people are not watch",1,"Parking on dirt is a biker with a blue jacket, black pants, and a white helmet, but people are not watching.",3
A young Asian woman with pink gloves is standing in the snow,"In the snow, a young Asian woman with pink gloves is standing",4,Standing in the snow is a young Asian woman with pink gloves.,4
There is no young Asian woman with pink gloves standing in the snow,"There is a young Asian woman standing in the snow, without pink gloves.",3,"Standing in the snow, there is no young Asian woman with pink gloves.",5
A female wearing pink gloves and a brown jacket is not smiling in the snow,A female wearing a brown jacket and pink gloves is not smiling in the snow.,4,"Not smiling in the snow, a female is wearing pink gloves and a brown jacket.",3
The female wearing pink gloves and a brown jacket is smiling in the snow,The female wearing a brown jacket and pink gloves is smiling in the snow.,4,"In the snow, the female wearing pink gloves and a brown jacket is smiling.",2
"A woman, who is young and Asian, with gloves colored in pink, is standing in the snow","A woman, who is young and Asian, is standing in the snow, without pink gloves.",3,"Standing in the snow is a woman, young and Asian, with gloves colored in pink.",5
Orange juice is being drunk by a man who is walking on a sunny day,A man who is walking on a sunny day is drinking orange juice.,3,"On a sunny day, a man is walking and drinking orange juice.",3
A man is spilling orange juice and standing still,A man is standing still and spilling orange juice.,1,"Standing still, a man is spilling orange juice.",4
The rollerblader is not performing a trick on a ramp,The rollerblader is performing a trick on a ramp.,1,"On a ramp, the rollerblader is not performing a trick.",2
A rollerblader is performing a trick on a ramp,A rollerblader is not performing a trick on a ramp.,1,Performing a trick on a ramp is a rollerblader.,5
A dog with a black coat is standing in shallow water,A dog with a black coat is standing in water that is shallow.,5,Standing in shallow water is a dog with a black coat.,5
An oriental man and two women are in front of a camera,Two women and an oriental man are in front of a camera.,4,"In front of a camera, there is an oriental man and two women.",5
An oriental man and two women are turning their backs to the camera,The camera is turning its back to an oriental man and two women.,3,"Turning their backs to the camera, an oriental man and two women are.",5
A small toy girl is in a riding car,A riding car is in a small toy girl.,0,"In a riding car, a small toy girl is.",4
A child in a red outfit is dangerously jumping on a trampoline,Dangerously jumping on a trampoline is a child in a red outfit.,0,Dangerously jumping on a trampoline is a child in a red outfit.,2
A little boy in clothes dyed in red is jumping into the air,Jumping into the air is a little boy in clothes dyed in red.,0,"Into the air, a little boy in clothes dyed in red is jumping.",2
The black dog is playing with the brown dog on the sand,"On the sand, the brown dog is playing with the black dog.",4,"On the sand, the black dog is playing with the brown dog.",5
Three men and a woman are standing still for a picture,"For a picture, three men and a woman are standing still.",5,"For a picture, three men and a woman are standing still.",5
Three men and a woman are running away from a picture,"From a picture, three men and a woman are running away.",1,"Away from a picture, three men and a woman are running.",4
Three men and a woman are posing for a picture,"For a picture, three men and a woman are posing.",5,"For a picture, three men and a woman are posing.",3
A young boy covered in grass is jumping near a wooden fence,"Near a wooden fence, a young boy covered in grass is jumping.",4,"Near a wooden fence, a young boy covered in grass is jumping.",4
A wet boy is standing still on dirty and wet grass,"On dirty and wet grass, a wet boy is standing still.",1,"On dirty and wet grass, a wet boy is standing still.",4
The black dog is walking through the tall grass,The tall grass is walking through the black dog.,0,Walking through the tall grass is the black dog.,4
The black dog is not walking through the tall grass,The tall grass is not walking through the black dog.,0,The black dog is avoiding walking through the tall grass.,1
The black dog is climbing on a rock,A rock is climbing on the black dog.,0,"On a rock, the black dog is climbing.",4
A young child with hair of black color is taking a picture with a camera,A camera is taking a picture with a young child with hair of black color.,0,Taking a picture with a camera is a young child with black hair.,4
A young child with black hair is deleting a picture from the camera,A camera is deleting a picture from a young child with black hair.,0,"Deleting a picture from the camera, a young child with black hair is.",4
A child is holding a camera in front of his face,A camera is holding a child in front of his face.,0,"In front of his face, a child is holding a camera.",4
A young child with black hair is taking a picture with a camera,A camera is taking a picture with a young child with black hair.,0,A camera picture is being taken by a young child with black hair.,3
Two little boys are wearing tuxedos,Tuxedos are wearing two little boys.,0,Wearing tuxedos are two little boys.,4
Two little boys are not wearing tuxedos,Tuxedos are not wearing two little boys.,0,Not wearing tuxedos are two little boys.,1
"Two boys, who look small, dressed in tuxedos are sitting on a red carpeted floor","A red carpeted floor is sitting on two boys, who look small, dressed in tuxedos.",0,"Sitting on a red carpeted floor are two boys, who look small, dressed in tuxedos.",4
Two small boys dressed in tuxedos are standing on a red carpeted floor,Two small boys dressed in tuxedos are standing on a floor carpeted in red,4,Standing on a red carpeted floor are two small boys dressed in tuxedos.,4
A man is standing tiredly next to a bus,A tired man is standing next to a bus,3,"Next to a bus, a tired man is standing.",4
The man is standing on the sidewalk,The sidewalk is where the man is standing,4,"On the sidewalk, the man is standing.",5
A man is standing next to a bus,"Next to a bus, a man is standing",4,"Next to a bus, a man is standing.",4
A man is sitting on a sidewalk,"On a sidewalk, a man is sitting",4,Sitting on a sidewalk is a man.,5
A brown dog is carrying a colored toy in the grass,"In the grass, a brown dog is carrying a toy of color",4,Carrying a colored toy in the grass is a brown dog.,3
There is no brown dog running across the yard with a toy in its mouth,No brown dog is running across the yard with a toy in its mouth,3,"Running across the yard with a toy in its mouth, there is no brown dog.",2
"A boy, who is young, is jumping in the air with his knees bent and arms spread","In the air, a young boy is jumping with his knees bent and arms spread",4,Jumping in the air with his knees bent and arms spread is a young boy.,4
A person without shirt is jumping high over the green grass,"High over the green grass, a person without a shirt is jumping",2,"Over the green grass, a person without a shirt is jumping high.",5
A ball is being caught by a dog in mid air,A dog in mid air is catching a ball,5,A dog is catching a ball in mid-air.,4
A brown and white dog is leaping in the air with a tennis ball in its mouth,"In the air, a dog with a tennis ball in its mouth is leaping",5,"In the air, a tennis ball is being held by a brown and white dog.",4
A woman in a black shirt is sitting next to a fluorescent green bag,"Next to a fluorescent green bag, a woman in a black shirt is sitting",5,"Next to a fluorescent green bag, a woman in a black shirt is seated.",5
A woman is speaking on her cell phone and is keeping a purse and a yellow bag on the near ledge,"On the near ledge, a woman is keeping a purse, a yellow bag, and speaking on her cell phone",5,"On the near ledge, a woman is keeping a purse and a yellow bag while speaking on her cell phone.",5
One man is doing a wheelie on the mountain bike,"On the mountain bike, one man is doing a wheelie",5,A mountain bike rider is not doing a wheelie.,2
A man on a bicycle is riding on one wheel only,"On one wheel only, a man on a bicycle is riding",5,"On one wheel only, a man on a bicycle is riding.",2
A man is riding on a bicycle with one wheel only,"With one wheel only, a man is riding on a bicycle",5,A bicycle rider is riding on one wheel only.,5
The man is not doing a wheelie on a mountain bike,"On a mountain bike, the man is not doing a wheelie",5,A wheelie is not being done by the man on a mountain bike.,2
A duck with brown feathers and a green head is flapping its wings in the water,"In the water, a duck with brown feathers and a green head is flapping its wings",5,"In the water, a duck with brown feathers and a green head is flapping its wings.",5
The furry brown dog is running through the grassy area,"Through the grassy area, the furry brown dog is running",5,"Through the grassy area, the furry brown dog is running.",2
The brown dog is playing outdoors,Playing outdoors is the brown dog,4,"Outdoors, the brown dog is playing.",5
A woman in a fur hat and fur coat is sitting outside a building,Sitting outside a building is a woman in a fur hat and fur coat,4,"Sitting outside a building, a woman in a fur hat and fur coat is.",4
The elderly lady is anxiously waiting on the sidewalk,Anxiously waiting on the sidewalk is the elderly lady,4,Anxiously waiting on the sidewalk is the elderly lady.,5
A young child is running down a gravel road that is covered with dead leaves,Running down a gravel road that is covered with dead leaves is a young child,4,"Down a gravel road covered with dead leaves, a young child is running.",5
One young child is running outside over some fallen leaves,Running outside over some fallen leaves is one young child,4,Running outside over some fallen leaves is one young child.,5
A young child is running down a road made of gravel that is covered with dead leaves,Running down a road made of gravel that is covered with dead leaves is a young child,4,"Down a road made of gravel covered with dead leaves, a young child is running.",5
The man in the straw hat is not smoking a cigarette,Not smoking a cigarette is the man in the straw hat,4,Not smoking a cigarette is the man in the straw hat.,4
There is no man wearing a straw hat who is smoking a cigarette,No man wearing a straw hat is smoking a cigarette,4,No man smoking a cigarette is wearing a straw hat.,4
A man is wearing a long sleeved blue shirt and jeans and is riding a unicycle down a street,Riding a unicycle down a street is a man wearing a long-sleeved blue shirt and jeans,4,Riding a unicycle down a street is a man wearing a long-sleeved blue shirt and jeans.,5
There is no man wearing a long sleeved blue shirt and jeans and riding a unicycle down a street,No man wearing a long-sleeved blue shirt and jeans is riding a unicycle down a street,4,No man wearing a long-sleeved blue shirt and jeans is riding a unicycle down a street.,1
Three men are looking absent mindedly into the distance,"Absent mindedly, three men are looking into the distance",4,"Absent-mindedly looking into the distance, three men are.",2
Three men are looking into the distance,"Into the distance, three men are looking",4,"Into the distance, three men are looking.",3
There are no children playing on a statue,"On a statue, no children are playing",4,"On a statue, no children are playing.",5
A man is standing behind the rocks with clouds on top of them,"Behind the rocks with clouds on top of them, a man is standing",4,"Behind the rocks with clouds on top of them, a man is standing.",5
The smiling boy in winter clothes is waving his mittened hands outside the building in the snow,"Outside the building in the snow, the boy in winter clothes is waving his mittened hands",4,"Outside the building in the snow, the smiling boy in winter clothes is waving his mittened hands.",3
A smiling boy in summer clothes is standing still outside a building,A building is standing still outside a smiling boy in summer clothes,1,"Outside a building stands a boy in summer clothes, smiling.",4
"A child, who is young, dressed for cold weather, is standing outside","A child, who is young, dressed for cold weather, is standing outside",5,Standing outside is a young child dressed for cold weather.,5
There is no young child dressed for cold weather standing outside,There is outside no young child dressed for cold weather standing,0,No young child dressed for cold weather is standing outside.,2
A child is looking seriously at the camera and getting out of a pool,A pool is looking seriously at the camera and getting out of a child,0,"Getting out of a pool, a child looks seriously at the camera.",4
A man and a young boy are jumping off of a yellow kayak,A yellow kayak and a young boy are jumping off of a man,2,Jumping off a yellow kayak are a man and a young boy.,3
The man and the child are kayaking through gentle waters,Gentle waters are kayaking through the man and the child,1,"Kayaking through gentle waters, the man and the child are together.",5
A person playing football is wearing black armbands,Black armbands playing football is wearing a person,2,"Wearing black armbands, a person is playing football.",5
A football player is wearing black armbands,Black armbands is wearing a football player,2,A football player is wearing black armbands.,5
The American footballer is wearing a red and white strip,A red and white strip is wearing the American footballer,2,"Wearing a red and white strip, the American footballer is seen.",2
A red dog is excitedly jumping up and catching a tennis ball in its mouth,A tennis ball in its mouth is excitedly jumping up and catching a red dog,3,Excitedly jumping up and catching a tennis ball in its mouth is a red dog.,4
A red dog is sitting and dropping a tennis ball from its mouth,A tennis ball is sitting and dropping a red dog from its mouth,1,"Dropping a tennis ball from its mouth, a red dog is sitting.",5
There is no tan dog jumping up and catching a tennis ball,There is no tennis ball jumping up and catching a tan dog,1,"Catching a tennis ball, no tan dog is jumping up.",5
The bearded man is sitting on a train,A train is sitting on the bearded man,0,Sitting on a train is the bearded man.,2
The bearded man is not sitting on a train,A train is not sitting on the bearded man,0,The bearded man is not sitting on a train.,2
A man is standing on a train and resting his hand on his lap,A train is standing on a man and resting his hand on his lap,0,"Resting his hand on his lap, a man is standing on a train.",5
A man is falling off a surfboard in the water,The water is falling off a man in a surfboard,0,"In the water, a surfboard is falling off a man.",1
A person is performing a trick on a surfboard in the water,The water is performing a trick on a person in a surfboard,0,"Performing a trick in the water, a person is on a surfboard.",4
The group of people is not sitting in a dim room,A dim room is not sitting in the group of people,0,"Sitting in a dim room, the group of people is not.",2
A man in a white shirt and sunglasses and a man in a black shirt and sunglasses are sitting at a table with four beer bottles,Four beer bottles are sitting at a table with a man in a black shirt and sunglasses and a man in a white shirt and sunglasses,1,"At a table with four beer bottles, a man in a white shirt and sunglasses and a man in a black shirt and sunglasses are sitting.",5
Two guys are standing by a table and putting some beers down on it,Some beers are standing by a table and putting two guys down on it,1,"Putting some beers down on it, two guys are standing by a table.",5
A blue ball is being caught by the dog,The dog is being caught by a blue ball,2,The dog is catching a blue ball.,4
A person is wearing a red jacket and carefully holding a beer,A person is carefully holding a beer and wearing a red jacket,4,"Carefully holding a beer, a person is wearing a red jacket.",2
The woman is holding a white jacket and a red glass in front of the man wearing a t-shirt,The man wearing a t-shirt is in front of the woman holding a white jacket and a red glass,2,"In front of the man wearing a t-shirt, the woman is holding a white jacket and a red glass.",4
Two brown dogs are playing with the frisbee in the water,"In the water, two brown dogs are playing with the frisbee",4,"In the water, playing with the frisbee, are two brown dogs.",3
Two dogs are fighting for a frisbee in a lake,"In a lake, two dogs are fighting for a frisbee",2,"In a lake, two dogs are fighting over a frisbee.",3
"The girl is wearing a shirt colored in white with a pink skirt, and is standing in front of a house","In front of a house, the girl is wearing a pink skirt and a white-colored shirt",4,"Standing in front of a house, the girl is wearing a white shirt with a pink skirt.",4
"The girl is wearing a white shirt and a pink skirt, and is standing in front of a house","In front of a house, the girl is wearing a pink skirt and a white shirt",5,"Standing in front of a house, the girl is wearing a white shirt and a pink skirt.",5
The child is playing with the water spout outdoors and the rest of his family is watching,"Outdoors, the child is playing with the water spout and the rest of his family is watching",4,"Watching the child playing with the water spout outdoors, is the rest of his family.",4
A boy is laying down a hose next to a man and another boy is running away,"Next to a man, a boy is laying down a hose and another boy is running away",3,"Next to a man, a boy is laying down a hose and another boy is running away.",3
A football player is running into an official carrying a football,An official carrying a football is running into a football player,3,Running into an official carrying a football is a football player.,4
A football player in a purple jersey is breathlessly running with the ball for a touchdown,"For a touchdown, a football player in a purple jersey is breathlessly running with the ball",2,Breathlessly running with the ball for a touchdown is a football player in a purple jersey.,4
A young girl in a leotard colored in blue is jumping in the air,"In the air, a young girl in a blue-colored leotard is jumping",4,Jumping in the air is a young girl in a blue-colored leotard.,4
A person on a bike is jumping through the air and the sun is flaring beautifully through the bike frame,"Through the air, a person on a bike is jumping and the sun is flaring beautifully through the bike frame",4,The sun is beautifully flaring through the bike frame as a person on a bike jumps through the air.,5
Rugby is being played by some men,Some men are playing rugby,5,Some men are playing rugby.,4
Some men are idling,Idling are some men,1,Idling are some men.,3
Some men are playing rugby,Playing rugby are some men,3,Playing rugby are some men.,5
A person is ignoring the motocross bike that is lying on its side and there is no one is racing by,"Ignoring the motocross bike that is lying on its side, there is no one racing by",4,"The motocross bike lying on its side is being ignored by a person, and no one is racing by.",5
A person is looking at a motocross bike that is lying on its side and another is racing by,"Looking at a motocross bike that is lying on its side, a person is and another is racing by",3,Looking at a motocross bike that is lying on its side and another racing by is a person.,4
Two dogs are frolicking in the snow,"In the snow, two dogs are frolicking",4,Frolicking in the snow are two dogs.,4
It is snowing on two playing dogs,"On two playing dogs, it is snowing",4,"On two playing dogs, snow is falling.",2
A brown dog and a gray dog are playing in the snow,"In the snow, a gray dog and a brown dog are playing",4,Playing in the snow are a gray dog and a brown dog.,4
The brown dog and the gray dog are playing in the snow,"In the snow, the gray dog and the brown dog are playing",4,Playing in the snow are the brown dog and the gray dog.,5
A girl is getting a tattoo on her hand,"On her hand, a girl is getting a tattoo",4,A hand is being tattooed on by a girl.,3
The woman in the white sweater is drawing a tattoo on the hand of a teenager,"On the hand of a teenager, the woman in the white sweater is drawing a tattoo",4,The hand of a teenager is being tattooed by the woman in the white sweater.,5
A man is wearing a red jacket and standing beside a yellow canoe on some rocks with water in the background,"Beside a yellow canoe on some rocks with water in the background, a man is wearing a red jacket and standing",4,"Beside a yellow canoe on some rocks with water in the background, a man wearing a red jacket is standing.",5
A river is being crossed by a dog on a bridge made from a fallen tree,"On a bridge made from a fallen tree, a dog is being crossed by a river",4,A dog is crossing a river on a bridge made from a fallen tree.,5
The black dog is not walking along a tree trunk bridge over water,"Over water, the black dog is not walking along a tree trunk bridge",3,Walking along a tree trunk bridge over water is not the black dog.,1
A girl in a black hat is standing topless at the beach,"At the beach, a girl in a black hat is standing topless",3,Standing at the beach topless is a girl in a black hat.,4
